"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2679519,1248346,2020,4,"April",4,"Thursday","19h-20h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684827,1246117,2020,4,"April",4,"Thursday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680273,1250180,2020,5,"May",5,"Friday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682430,1249830,2020,5,"May",5,"Friday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684440,1245483,2020,5,"May",5,"Friday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2686644,1246176,2020,5,"May",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680811,1250202,2020,5,"May",5,"Friday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2686251,1251194,2020,5,"May",5,"Friday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683778,1248495,2020,5,"May",5,"Friday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2680403,1249723,2020,5,"May",5,"Friday","22h-23h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683263,1253060,2020,5,"May",6,"Saturday","01h-02h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678954,1248596,2020,5,"May",6,"Saturday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2679933,1250681,2020,5,"May",6,"Saturday","12h-13h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683008,1252978,2020,5,"May",6,"Saturday","13h-14h"
"Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Minor road",2679566,1250727,2020,5,"May",6,"Saturday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682247,1247681,2020,5,"May",6,"Saturday","16h-17h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683033,1247045,2020,5,"May",6,"Saturday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683728,1249026,2020,5,"May",6,"Saturday","17h-18h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Principal road",2683828,1252842,2020,5,"May",6,"Saturday","18h-19h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2680091,1250670,2020,5,"May",6,"Saturday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680600,1246114,2020,5,"May",6,"Saturday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2680803,1248785,2020,5,"May",7,"Sunday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683803,1247276,2020,5,"May",7,"Sunday","10h-11h"
"Accident involving animal(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681417,1244619,2020,5,"May",7,"Sunday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2684687,1247892,2020,5,"May",7,"Sunday","12h-13h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682523,1245368,2020,5,"May",7,"Sunday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680343,1247301,2020,5,"May",7,"Sunday","19h-20h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2684192,1246629,2020,5,"May",7,"Sunday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682144,1249702,2020,5,"May",7,"Sunday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685773,1245237,2020,5,"May",1,"Monday","06h-07h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682241,1250078,2020,5,"May",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683306,1247672,2020,5,"May",1,"Monday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682552,1249579,2020,5,"May",1,"Monday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682670,1246898,2020,5,"May",1,"Monday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679592,1247682,2020,5,"May",1,"Monday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2687289,1246455,2020,5,"May",1,"Monday","14h-15h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682327,1247101,2020,5,"May",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2684357,1245735,2020,5,"May",1,"Monday","15h-16h"
"Turning left or right","Severe injuries",FALSE,TRUE,FALSE,"Principal road",2681634,1248097,2020,5,"May",1,"Monday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679815,1253414,2020,5,"May",1,"Monday","16h-17h"
"Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Principal road",2681165,1247149,2020,5,"May",1,"Monday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2681272,1253970,2020,5,"May",1,"Monday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680932,1247181,2020,5,"May",1,"Monday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683771,1252396,2020,5,"May",2,"Tuesday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682365,1248557,2020,5,"May",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679481,1247239,2020,5,"May",2,"Tuesday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683047,1247032,2020,5,"May",2,"Tuesday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683995,1251239,2020,5,"May",2,"Tuesday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682546,1242670,2020,5,"May",2,"Tuesday","17h-18h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2680432,1247516,2020,5,"May",2,"Tuesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2685612,1250923,2020,5,"May",2,"Tuesday","18h-19h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2683040,1247048,2020,5,"May",2,"Tuesday","19h-20h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,TRUE,"Minor road",2682950,1246529,2020,5,"May",2,"Tuesday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681325,1248624,2020,5,"May",2,"Tuesday","19h-20h"
"Other","Property damage",FALSE,FALSE,FALSE,"Minor road",2681735,1247751,2020,5,"May",3,"Wednesday","06h-07h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680170,1253494,2020,5,"May",3,"Wednesday","07h-08h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2684118,1247536,2020,5,"May",3,"Wednesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682164,1246599,2020,5,"May",3,"Wednesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682857,1246861,2020,5,"May",3,"Wednesday","08h-09h"
"Turning-into main road","Property damage",FALSE,TRUE,FALSE,"Principal road",2683778,1246258,2020,5,"May",3,"Wednesday","08h-09h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2680990,1247114,2020,5,"May",3,"Wednesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681092,1248478,2020,5,"May",3,"Wednesday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683740,1247397,2020,5,"May",3,"Wednesday","14h-15h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2680376,1248342,2020,5,"May",3,"Wednesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2687102,1250573,2020,5,"May",3,"Wednesday","15h-16h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682710,1250598,2020,5,"May",3,"Wednesday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683650,1247330,2020,5,"May",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2679453,1253454,2020,5,"May",3,"Wednesday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680717,1248353,2020,5,"May",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2688660,1246391,2020,5,"May",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679778,1253409,2020,5,"May",3,"Wednesday","18h-19h"
"Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2681697,1247492,2020,5,"May",3,"Wednesday","19h-20h"
"Turning-into main road","Property damage",FALSE,FALSE,TRUE,"Minor road",2683175,1246833,2020,5,"May",3,"Wednesday","21h-22h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2681605,1252099,2020,5,"May",3,"Wednesday","22h-23h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683776,1251038,2020,5,"May",4,"Thursday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683610,1251024,2020,5,"May",4,"Thursday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682493,1248119,2020,5,"May",4,"Thursday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679193,1248721,2020,5,"May",4,"Thursday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683632,1250980,2020,5,"May",4,"Thursday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682843,1252073,2020,5,"May",4,"Thursday","14h-15h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2682170,1248026,2020,5,"May",4,"Thursday","17h-18h"
"Turning left or right","Severe injuries",FALSE,FALSE,TRUE,"Principal road",2680143,1252868,2020,5,"May",4,"Thursday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680971,1248103,2020,5,"May",4,"Thursday","18h-19h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682717,1250866,2020,5,"May",4,"Thursday","19h-20h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683329,1248107,2020,5,"May",4,"Thursday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682513,1248611,2020,5,"May",4,"Thursday","22h-23h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2681429,1247209,2020,5,"May",5,"Friday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682809,1247514,2020,5,"May",5,"Friday","07h-08h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2681012,1249748,2020,5,"May",5,"Friday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683421,1251583,2020,5,"May",5,"Friday","10h-11h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682146,1249756,2020,5,"May",5,"Friday","12h-13h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682869,1245988,2020,5,"May",5,"Friday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2685066,1246671,2020,5,"May",5,"Friday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683335,1248198,2020,5,"May",5,"Friday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684589,1247179,2020,5,"May",5,"Friday","14h-15h"
"Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Principal road",2683847,1251025,2020,5,"May",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2682011,1249389,2020,5,"May",5,"Friday","16h-17h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2678992,1248726,2020,5,"May",5,"Friday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683245,1250785,2020,5,"May",5,"Friday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680763,1246418,2020,5,"May",5,"Friday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683125,1249432,2020,5,"May",5,"Friday","18h-19h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2685918,1250959,2020,5,"May",6,"Saturday","03h-04h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683819,1246678,2020,5,"May",6,"Saturday","05h-06h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681330,1248164,2020,5,"May",6,"Saturday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681474,1248316,2020,5,"May",6,"Saturday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,TRUE,"Minor road",2681708,1246483,2020,5,"May",6,"Saturday","16h-17h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2683331,1247998,2020,5,"May",6,"Saturday","16h-17h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683888,1246025,2020,5,"May",6,"Saturday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2682511,1248003,2020,5,"May",6,"Saturday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685585,1251427,2020,5,"May",6,"Saturday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2684982,1251216,2020,5,"May",6,"Saturday","22h-23h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2682995,1248239,2020,5,"May",6,"Saturday","23h-00h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682569,1246112,2020,5,"May",7,"Sunday","01h-02h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683159,1248572,2020,5,"May",7,"Sunday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680694,1246191,2020,5,"May",7,"Sunday","13h-14h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682118,1247351,2020,5,"May",7,"Sunday","13h-14h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2679350,1253554,2020,5,"May",7,"Sunday","13h-14h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683023,1247053,2020,5,"May",7,"Sunday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,TRUE,FALSE,"Minor road",2683758,1247451,2020,5,"May",7,"Sunday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682667,1245678,2020,5,"May",7,"Sunday","17h-18h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682846,1246278,2020,5,"May",7,"Sunday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680771,1249837,2020,5,"May",7,"Sunday","19h-20h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2682172,1247936,2020,5,"May",7,"Sunday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684191,1247121,2020,5,"May",1,"Monday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682755,1244928,2020,5,"May",1,"Monday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,TRUE,FALSE,"Minor road",2684344,1251233,2020,5,"May",1,"Monday","09h-10h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2683171,1247174,2020,5,"May",1,"Monday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679933,1248315,2020,5,"May",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682936,1246836,2020,5,"May",1,"Monday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682722,1246317,2020,5,"May",1,"Monday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682302,1247929,2020,5,"May",1,"Monday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681341,1249232,2020,5,"May",1,"Monday","13h-14h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2685155,1247459,2020,5,"May",1,"Monday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682547,1248746,2020,5,"May",1,"Monday","13h-14h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2685310,1246382,2020,5,"May",1,"Monday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682912,1248869,2020,5,"May",1,"Monday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682742,1246327,2020,5,"May",1,"Monday","14h-15h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2684909,1250974,2020,5,"May",1,"Monday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681595,1248227,2020,5,"May",1,"Monday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683222,1246932,2020,5,"May",1,"Monday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684500,1250933,2020,5,"May",1,"Monday","15h-16h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2679457,1249105,2020,5,"May",1,"Monday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680924,1248609,2020,5,"May",1,"Monday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684658,1246316,2020,5,"May",1,"Monday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682309,1243756,2020,5,"May",1,"Monday","20h-21h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,TRUE,"Principal road",2683615,1252525,2020,5,"May",1,"Monday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682154,1248038,2020,5,"May",2,"Tuesday","00h-01h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682833,1249362,2020,5,"May",2,"Tuesday","06h-07h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,TRUE,"Principal road",2683035,1243874,2020,5,"May",2,"Tuesday","08h-09h"
"Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2682628,1246664,2020,5,"May",2,"Tuesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2679606,1253318,2020,5,"May",2,"Tuesday","09h-10h"
"Turning-into main road","Severe injuries",FALSE,FALSE,TRUE,"Principal road",2682504,1243959,2020,5,"May",2,"Tuesday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680468,1251417,2020,5,"May",2,"Tuesday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1247181,2020,5,"May",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678419,1249201,2020,5,"May",2,"Tuesday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685345,1251156,2020,5,"May",2,"Tuesday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681988,1249743,2020,5,"May",2,"Tuesday","13h-14h"
"Turning-into main road","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683946,1247684,2020,5,"May",2,"Tuesday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679498,1250664,2020,5,"May",2,"Tuesday","15h-16h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2683789,1250356,2020,5,"May",2,"Tuesday","17h-18h"
"Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Principal road",2685944,1245371,2020,5,"May",2,"Tuesday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679806,1253414,2020,5,"May",2,"Tuesday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2677900,1249150,2020,5,"May",2,"Tuesday","20h-21h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682895,1248866,2020,5,"May",2,"Tuesday","20h-21h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681299,1248571,2020,5,"May",3,"Wednesday","06h-07h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683565,1249447,2020,5,"May",3,"Wednesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683898,1251839,2020,5,"May",3,"Wednesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683692,1251517,2020,5,"May",3,"Wednesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684436,1246401,2020,5,"May",3,"Wednesday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683857,1247178,2020,5,"May",3,"Wednesday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681579,1247681,2020,5,"May",3,"Wednesday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683549,1252442,2020,5,"May",3,"Wednesday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682959,1247707,2020,5,"May",3,"Wednesday","15h-16h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2685575,1245898,2020,5,"May",3,"Wednesday","17h-18h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2682688,1247821,2020,5,"May",3,"Wednesday","20h-21h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2684384,1247457,2020,5,"May",4,"Thursday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682580,1246086,2020,5,"May",4,"Thursday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2678942,1248554,2020,5,"May",4,"Thursday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681926,1249585,2020,5,"May",4,"Thursday","07h-08h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2683083,1249346,2020,5,"May",4,"Thursday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2679171,1249150,2020,5,"May",4,"Thursday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684304,1248024,2020,5,"May",4,"Thursday","09h-10h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2682576,1250205,2020,5,"May",4,"Thursday","09h-10h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2682356,1247506,2020,5,"May",4,"Thursday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681282,1247495,2020,5,"May",4,"Thursday","12h-13h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683788,1248569,2020,5,"May",4,"Thursday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685530,1245683,2020,5,"May",4,"Thursday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681937,1247334,2020,5,"May",4,"Thursday","14h-15h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Principal road",2678645,1250101,2020,5,"May",4,"Thursday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680713,1252632,2020,5,"May",4,"Thursday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684340,1245489,2020,5,"May",4,"Thursday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680266,1253521,2020,5,"May",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681774,1246656,2020,5,"May",4,"Thursday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2685974,1245361,2020,5,"May",4,"Thursday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683345,1248199,2020,5,"May",4,"Thursday","18h-19h"
"Head-on collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2686686,1250706,2020,5,"May",4,"Thursday","19h-20h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2684924,1244778,2020,5,"May",5,"Friday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2679601,1253322,2020,5,"May",5,"Friday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2680787,1249404,2020,5,"May",5,"Friday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683221,1247037,2020,5,"May",5,"Friday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684377,1250784,2020,5,"May",5,"Friday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683019,1246583,2020,5,"May",5,"Friday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683597,1246864,2020,5,"May",5,"Friday","15h-16h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683340,1251618,2020,5,"May",5,"Friday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683439,1247441,2020,5,"May",5,"Friday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682060,1248998,2020,5,"May",5,"Friday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2683943,1253813,2020,5,"May",5,"Friday","19h-20h"
"Turning-into main road","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683614,1249067,2020,5,"May",5,"Friday","20h-21h"
