"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683635,1246604,2021,8,"August",3,"Wednesday","13h-14h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2681110,1248031,2021,8,"August",3,"Wednesday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683028,1247808,2021,8,"August",3,"Wednesday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681991,1249732,2021,8,"August",3,"Wednesday","23h-00h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683201,1251584,2021,8,"August",3,"Wednesday","23h-00h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683350,1248133,2021,8,"August",4,"Thursday","00h-01h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682176,1247942,2021,8,"August",4,"Thursday","00h-01h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2681746,1250380,2021,8,"August",4,"Thursday","08h-09h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2683174,1246835,2021,8,"August",4,"Thursday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2684201,1250826,2021,8,"August",4,"Thursday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683440,1252047,2021,8,"August",4,"Thursday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682347,1247817,2021,8,"August",4,"Thursday","15h-16h"
"Parking","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681958,1247780,2021,8,"August",4,"Thursday","16h-17h"
"Turning-into main road","Severe injuries",FALSE,FALSE,FALSE,"Principal road",2684081,1253252,2021,8,"August",4,"Thursday","16h-17h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2681283,1247973,2021,8,"August",4,"Thursday","21h-22h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683038,1247042,2021,8,"August",4,"Thursday","22h-23h"
"Accident involving animal(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682224,1245720,2021,8,"August",4,"Thursday","23h-00h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680663,1247323,2021,8,"August",4,"Thursday","23h-00h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680578,1248279,2021,8,"August",5,"Friday","01h-02h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Principal road",2681824,1249420,2021,8,"August",5,"Friday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2679861,1248938,2021,8,"August",5,"Friday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682675,1247583,2021,8,"August",5,"Friday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683033,1243883,2021,8,"August",5,"Friday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685169,1245099,2021,8,"August",5,"Friday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681814,1249462,2021,8,"August",5,"Friday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680294,1253140,2021,8,"August",5,"Friday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683778,1247096,2021,8,"August",5,"Friday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683750,1247345,2021,8,"August",5,"Friday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2684663,1247939,2021,8,"August",5,"Friday","14h-15h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2685831,1248145,2021,8,"August",5,"Friday","16h-17h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681469,1248395,2021,8,"August",5,"Friday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683386,1251684,2021,8,"August",5,"Friday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683569,1247819,2021,8,"August",5,"Friday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682142,1248255,2021,8,"August",5,"Friday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683219,1247041,2021,8,"August",5,"Friday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679588,1250121,2021,8,"August",5,"Friday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683179,1247693,2021,8,"August",5,"Friday","20h-21h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2685185,1246587,2021,8,"August",6,"Saturday","00h-01h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681330,1249237,2021,8,"August",6,"Saturday","01h-02h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683622,1251413,2021,8,"August",6,"Saturday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682915,1247891,2021,8,"August",6,"Saturday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2684806,1251102,2021,8,"August",6,"Saturday","10h-11h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2677871,1248966,2021,8,"August",6,"Saturday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683322,1246867,2021,8,"August",6,"Saturday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681740,1247763,2021,8,"August",6,"Saturday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682385,1248553,2021,8,"August",6,"Saturday","15h-16h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683797,1252060,2021,8,"August",6,"Saturday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2678006,1250541,2021,8,"August",6,"Saturday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681991,1249721,2021,8,"August",6,"Saturday","19h-20h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682694,1246441,2021,8,"August",6,"Saturday","23h-00h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682893,1250923,2021,8,"August",7,"Sunday","03h-04h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2682746,1248313,2021,8,"August",7,"Sunday","04h-05h"
"Head-on collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682977,1251934,2021,8,"August",7,"Sunday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2686464,1251267,2021,8,"August",7,"Sunday","10h-11h"
"Other","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2679775,1247619,2021,8,"August",7,"Sunday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683232,1247946,2021,8,"August",7,"Sunday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683522,1251726,2021,8,"August",7,"Sunday","14h-15h"
"Turning-into main road","Light injuries",FALSE,FALSE,TRUE,"Principal road",2684728,1246267,2021,8,"August",7,"Sunday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683739,1251429,2021,8,"August",1,"Monday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Principal road",2683558,1250024,2021,8,"August",1,"Monday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683253,1248999,2021,8,"August",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681823,1247840,2021,8,"August",1,"Monday","11h-12h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682340,1248977,2021,8,"August",1,"Monday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2680259,1246996,2021,8,"August",1,"Monday","16h-17h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2679582,1253379,2021,8,"August",1,"Monday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2683283,1247928,2021,8,"August",1,"Monday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684889,1244965,2021,8,"August",1,"Monday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,TRUE,"Minor road",2683305,1247654,2021,8,"August",1,"Monday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2679458,1253427,2021,8,"August",1,"Monday","22h-23h"
"Turning left or right","Property damage",FALSE,FALSE,TRUE,"Minor road",2682270,1248272,2021,8,"August",1,"Monday","23h-00h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682919,1247801,2021,8,"August",2,"Tuesday","06h-07h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683404,1247286,2021,8,"August",2,"Tuesday","07h-08h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,FALSE,"Principal road",2679360,1253534,2021,8,"August",2,"Tuesday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682861,1246879,2021,8,"August",2,"Tuesday","08h-09h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681756,1249310,2021,8,"August",2,"Tuesday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683733,1247432,2021,8,"August",2,"Tuesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681197,1246865,2021,8,"August",2,"Tuesday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682003,1249786,2021,8,"August",2,"Tuesday","11h-12h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683097,1251479,2021,8,"August",2,"Tuesday","16h-17h"
"Crossing the lane(s)","Property damage",FALSE,TRUE,FALSE,"Minor road",2678561,1249372,2021,8,"August",2,"Tuesday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683490,1246822,2021,8,"August",2,"Tuesday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681976,1245384,2021,8,"August",2,"Tuesday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683387,1250451,2021,8,"August",2,"Tuesday","23h-00h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684181,1245832,2021,8,"August",3,"Wednesday","00h-01h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683630,1252920,2021,8,"August",3,"Wednesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2680638,1249765,2021,8,"August",3,"Wednesday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2685520,1251773,2021,8,"August",3,"Wednesday","08h-09h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682143,1248836,2021,8,"August",3,"Wednesday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683673,1252291,2021,8,"August",3,"Wednesday","15h-16h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2683397,1247409,2021,8,"August",3,"Wednesday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682504,1244158,2021,8,"August",3,"Wednesday","16h-17h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684512,1245502,2021,8,"August",3,"Wednesday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682804,1246418,2021,8,"August",3,"Wednesday","17h-18h"
"Crossing the lane(s)","Severe injuries",FALSE,FALSE,TRUE,"Principal road",2683525,1252042,2021,8,"August",3,"Wednesday","17h-18h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682624,1247439,2021,8,"August",3,"Wednesday","17h-18h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682770,1246068,2021,8,"August",3,"Wednesday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682198,1246717,2021,8,"August",3,"Wednesday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682288,1247910,2021,8,"August",3,"Wednesday","19h-20h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2681320,1248555,2021,8,"August",3,"Wednesday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680562,1253150,2021,8,"August",3,"Wednesday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684116,1246053,2021,8,"August",3,"Wednesday","21h-22h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2684830,1244920,2021,8,"August",3,"Wednesday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683648,1252636,2021,8,"August",4,"Thursday","02h-03h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682533,1251357,2021,8,"August",4,"Thursday","07h-08h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2681184,1249954,2021,8,"August",4,"Thursday","07h-08h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Principal road",2680039,1250678,2021,8,"August",4,"Thursday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2684193,1245480,2021,8,"August",4,"Thursday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682134,1245092,2021,8,"August",4,"Thursday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2686960,1246655,2021,8,"August",4,"Thursday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682200,1247627,2021,8,"August",4,"Thursday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2680682,1248352,2021,8,"August",4,"Thursday","15h-16h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682057,1247150,2021,8,"August",4,"Thursday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682789,1246319,2021,8,"August",4,"Thursday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681698,1247381,2021,8,"August",4,"Thursday","19h-20h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681036,1249753,2021,8,"August",4,"Thursday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683259,1247022,2021,8,"August",4,"Thursday","22h-23h"
"Turning left or right","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683453,1248024,2021,8,"August",5,"Friday","01h-02h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682766,1247490,2021,8,"August",5,"Friday","07h-08h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682786,1245021,2021,8,"August",5,"Friday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679599,1250571,2021,8,"August",5,"Friday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679788,1249739,2021,8,"August",5,"Friday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681999,1247830,2021,8,"August",5,"Friday","12h-13h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2681525,1245853,2021,8,"August",5,"Friday","13h-14h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681971,1246936,2021,8,"August",5,"Friday","13h-14h"
"Turning-into main road","Property damage",FALSE,TRUE,TRUE,"Minor road",2684369,1246576,2021,8,"August",5,"Friday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683685,1251378,2021,8,"August",5,"Friday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683035,1246768,2021,8,"August",5,"Friday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681933,1246805,2021,8,"August",5,"Friday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2683448,1254077,2021,8,"August",5,"Friday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,TRUE,"Principal road",2680936,1248060,2021,8,"August",5,"Friday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679013,1249258,2021,8,"August",5,"Friday","20h-21h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683852,1247188,2021,8,"August",5,"Friday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,TRUE,"Minor road",2682249,1248277,2021,8,"August",5,"Friday","21h-22h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680706,1248532,2021,8,"August",5,"Friday","22h-23h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683295,1246787,2021,8,"August",5,"Friday","23h-00h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2683228,1246751,2021,8,"August",6,"Saturday","07h-08h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2681849,1249682,2021,8,"August",6,"Saturday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684244,1249089,2021,8,"August",6,"Saturday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681129,1247935,2021,8,"August",6,"Saturday","10h-11h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Principal road",2677672,1247032,2021,8,"August",6,"Saturday","10h-11h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2680070,1249713,2021,8,"August",6,"Saturday","11h-12h"
"Turning left or right","Property damage",FALSE,TRUE,TRUE,"Principal road",2683277,1248107,2021,8,"August",6,"Saturday","13h-14h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Minor road",2683396,1247364,2021,8,"August",6,"Saturday","16h-17h"
"Turning-into main road","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683174,1246837,2021,8,"August",6,"Saturday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683087,1246961,2021,8,"August",6,"Saturday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683234,1251418,2021,8,"August",6,"Saturday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683263,1247663,2021,8,"August",6,"Saturday","20h-21h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2681304,1247590,2021,8,"August",6,"Saturday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680316,1248275,2021,8,"August",6,"Saturday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2678215,1248529,2021,8,"August",6,"Saturday","21h-22h"
"Overtaking or changing lanes","Property damage",FALSE,TRUE,FALSE,"Minor road",2682089,1247830,2021,8,"August",7,"Sunday","01h-02h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683821,1245854,2021,8,"August",7,"Sunday","02h-03h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2680937,1247121,2021,8,"August",7,"Sunday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679778,1253410,2021,8,"August",7,"Sunday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678330,1248668,2021,8,"August",7,"Sunday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2687000,1245955,2021,8,"August",7,"Sunday","12h-13h"
"Skidding or self-accident","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2682824,1253407,2021,8,"August",7,"Sunday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684556,1245536,2021,8,"August",7,"Sunday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679872,1253425,2021,8,"August",7,"Sunday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,TRUE,FALSE,"Minor road",2683123,1247184,2021,8,"August",7,"Sunday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682418,1246585,2021,8,"August",7,"Sunday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682506,1244109,2021,8,"August",7,"Sunday","22h-23h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680886,1248031,2021,8,"August",1,"Monday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683453,1248003,2021,8,"August",1,"Monday","09h-10h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2684113,1247698,2021,8,"August",1,"Monday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681000,1249717,2021,8,"August",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681040,1247855,2021,8,"August",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682093,1248731,2021,8,"August",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682063,1248231,2021,8,"August",1,"Monday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682203,1246413,2021,8,"August",1,"Monday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684353,1247120,2021,8,"August",1,"Monday","14h-15h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Other",2679955,1250269,2021,8,"August",1,"Monday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683479,1247946,2021,8,"August",1,"Monday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682800,1249236,2021,8,"August",1,"Monday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681677,1246579,2021,8,"August",1,"Monday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682016,1247201,2021,8,"August",1,"Monday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683003,1248194,2021,8,"August",1,"Monday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683909,1247763,2021,8,"August",2,"Tuesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683324,1247113,2021,8,"August",2,"Tuesday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683125,1248648,2021,8,"August",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2680839,1252371,2021,8,"August",2,"Tuesday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1247183,2021,8,"August",2,"Tuesday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685917,1251065,2021,8,"August",2,"Tuesday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685534,1252064,2021,8,"August",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679678,1253392,2021,8,"August",2,"Tuesday","17h-18h"
"Turning-into main road","Property damage",FALSE,FALSE,TRUE,"Principal road",2681146,1252180,2021,8,"August",2,"Tuesday","17h-18h"
"Head-on collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2684576,1246025,2021,8,"August",2,"Tuesday","21h-22h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682083,1247119,2021,8,"August",2,"Tuesday","21h-22h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2682467,1247290,2021,8,"August",2,"Tuesday","22h-23h"
"Turning left or right","Severe injuries",FALSE,FALSE,TRUE,"Minor road",2679846,1250877,2021,8,"August",3,"Wednesday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683048,1247023,2021,8,"August",3,"Wednesday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684120,1253364,2021,8,"August",3,"Wednesday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679885,1246875,2021,8,"August",3,"Wednesday","09h-10h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2684165,1245745,2021,8,"August",3,"Wednesday","11h-12h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2684787,1246263,2021,8,"August",3,"Wednesday","12h-13h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682732,1249693,2021,8,"August",3,"Wednesday","15h-16h"
"Turning left or right","Light injuries",FALSE,TRUE,TRUE,"Principal road",2682701,1246406,2021,8,"August",3,"Wednesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683725,1247191,2021,8,"August",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680071,1253465,2021,8,"August",3,"Wednesday","19h-20h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2682613,1246440,2021,8,"August",3,"Wednesday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680431,1251818,2021,8,"August",3,"Wednesday","22h-23h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2679364,1249394,2021,8,"August",3,"Wednesday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680214,1245898,2021,8,"August",4,"Thursday","00h-01h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2686132,1251408,2021,8,"August",4,"Thursday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680174,1249561,2021,8,"August",4,"Thursday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683442,1248157,2021,8,"August",4,"Thursday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685121,1246244,2021,8,"August",4,"Thursday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682972,1252535,2021,8,"August",4,"Thursday","14h-15h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682631,1248009,2021,8,"August",4,"Thursday","14h-15h"
"Other","Property damage",FALSE,FALSE,FALSE,"Minor road",2682977,1251660,2021,8,"August",4,"Thursday","15h-16h"
