"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681113,1249314,2020,6,"June",7,"Sunday","20h-21h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680773,1248157,2020,6,"June",7,"Sunday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682232,1247051,2020,6,"June",1,"Monday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682105,1245134,2020,6,"June",1,"Monday","06h-07h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682693,1244826,2020,6,"June",1,"Monday","07h-08h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2678952,1248589,2020,6,"June",1,"Monday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682009,1246955,2020,6,"June",1,"Monday","08h-09h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680616,1248579,2020,6,"June",1,"Monday","16h-17h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Other",2683821,1251601,2020,6,"June",1,"Monday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684387,1250795,2020,6,"June",1,"Monday","17h-18h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Principal road",2681521,1248936,2020,6,"June",1,"Monday","20h-21h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,TRUE,"Other",2686278,1246749,2020,6,"June",1,"Monday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683405,1247329,2020,6,"June",1,"Monday","22h-23h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2682170,1247081,2020,6,"June",2,"Tuesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683481,1247073,2020,6,"June",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682941,1246745,2020,6,"June",2,"Tuesday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2685476,1251756,2020,6,"June",2,"Tuesday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682746,1250846,2020,6,"June",2,"Tuesday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683259,1249860,2020,6,"June",2,"Tuesday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683250,1247796,2020,6,"June",2,"Tuesday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684195,1246134,2020,6,"June",2,"Tuesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682563,1249547,2020,6,"June",2,"Tuesday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2684333,1251708,2020,6,"June",2,"Tuesday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2680232,1246994,2020,6,"June",2,"Tuesday","17h-18h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2685048,1246458,2020,6,"June",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2679571,1249571,2020,6,"June",2,"Tuesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2683507,1254056,2020,6,"June",2,"Tuesday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Other",2685584,1249142,2020,6,"June",2,"Tuesday","18h-19h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,TRUE,"Minor road",2682697,1244545,2020,6,"June",2,"Tuesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681722,1248039,2020,6,"June",2,"Tuesday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2686372,1247769,2020,6,"June",2,"Tuesday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2679410,1253511,2020,6,"June",2,"Tuesday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683549,1250058,2020,6,"June",2,"Tuesday","20h-21h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681728,1247647,2020,6,"June",2,"Tuesday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,TRUE,FALSE,"Minor road",2682174,1248229,2020,6,"June",2,"Tuesday","21h-22h"
"Parking","Property damage",FALSE,TRUE,FALSE,"Minor road",2681382,1247979,2020,6,"June",2,"Tuesday","21h-22h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684531,1247772,2020,6,"June",3,"Wednesday","08h-09h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2681362,1246922,2020,6,"June",3,"Wednesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685455,1246144,2020,6,"June",3,"Wednesday","08h-09h"
"Overtaking or changing lanes","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683248,1248093,2020,6,"June",3,"Wednesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684206,1246647,2020,6,"June",3,"Wednesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681332,1249239,2020,6,"June",3,"Wednesday","10h-11h"
"Parking","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682959,1248035,2020,6,"June",3,"Wednesday","10h-11h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683547,1248874,2020,6,"June",3,"Wednesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685295,1246603,2020,6,"June",3,"Wednesday","12h-13h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683426,1252400,2020,6,"June",3,"Wednesday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682728,1249548,2020,6,"June",3,"Wednesday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683601,1247722,2020,6,"June",3,"Wednesday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681094,1251780,2020,6,"June",3,"Wednesday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2680342,1249764,2020,6,"June",3,"Wednesday","14h-15h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2681815,1245756,2020,6,"June",3,"Wednesday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679174,1250605,2020,6,"June",3,"Wednesday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684296,1245354,2020,6,"June",3,"Wednesday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682478,1251966,2020,6,"June",3,"Wednesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682559,1250013,2020,6,"June",3,"Wednesday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683726,1247279,2020,6,"June",3,"Wednesday","17h-18h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682781,1246543,2020,6,"June",3,"Wednesday","18h-19h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683170,1250363,2020,6,"June",3,"Wednesday","18h-19h"
"Head-on collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683349,1246773,2020,6,"June",3,"Wednesday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683731,1247408,2020,6,"June",3,"Wednesday","21h-22h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2684428,1251061,2020,6,"June",3,"Wednesday","21h-22h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681312,1247955,2020,6,"June",3,"Wednesday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682711,1249041,2020,6,"June",4,"Thursday","02h-03h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2681624,1243908,2020,6,"June",4,"Thursday","06h-07h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,TRUE,"Minor road",2678743,1250996,2020,6,"June",4,"Thursday","08h-09h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683429,1248571,2020,6,"June",4,"Thursday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683560,1246776,2020,6,"June",4,"Thursday","09h-10h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2683255,1246748,2020,6,"June",4,"Thursday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680778,1248137,2020,6,"June",4,"Thursday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681574,1246250,2020,6,"June",4,"Thursday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2684457,1251089,2020,6,"June",4,"Thursday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682280,1248856,2020,6,"June",4,"Thursday","15h-16h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Other",2680911,1248381,2020,6,"June",4,"Thursday","15h-16h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683798,1248767,2020,6,"June",4,"Thursday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2686451,1251386,2020,6,"June",4,"Thursday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683491,1246838,2020,6,"June",4,"Thursday","17h-18h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683332,1246795,2020,6,"June",4,"Thursday","18h-19h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2680259,1246978,2020,6,"June",4,"Thursday","21h-22h"
"Overtaking or changing lanes","Property damage",FALSE,TRUE,FALSE,"Principal road",2681919,1247244,2020,6,"June",5,"Friday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683475,1248263,2020,6,"June",5,"Friday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684158,1251410,2020,6,"June",5,"Friday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682100,1247107,2020,6,"June",5,"Friday","12h-13h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682443,1249726,2020,6,"June",5,"Friday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683000,1243927,2020,6,"June",5,"Friday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682425,1247287,2020,6,"June",5,"Friday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679779,1253408,2020,6,"June",5,"Friday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684161,1251189,2020,6,"June",5,"Friday","16h-17h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2682833,1251935,2020,6,"June",5,"Friday","16h-17h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Minor road",2679512,1248352,2020,6,"June",5,"Friday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681537,1247854,2020,6,"June",5,"Friday","17h-18h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Principal road",2684915,1250969,2020,6,"June",5,"Friday","17h-18h"
"Crossing the lane(s)","Severe injuries",FALSE,TRUE,FALSE,"Minor road",2680794,1253312,2020,6,"June",5,"Friday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682262,1247693,2020,6,"June",5,"Friday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678394,1251939,2020,6,"June",5,"Friday","20h-21h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2683044,1247040,2020,6,"June",5,"Friday","22h-23h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681242,1248523,2020,6,"June",6,"Saturday","01h-02h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683045,1252966,2020,6,"June",6,"Saturday","06h-07h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683244,1247812,2020,6,"June",6,"Saturday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683833,1247914,2020,6,"June",6,"Saturday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683930,1251434,2020,6,"June",6,"Saturday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2679376,1253545,2020,6,"June",6,"Saturday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679879,1253430,2020,6,"June",6,"Saturday","11h-12h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2678992,1251701,2020,6,"June",6,"Saturday","12h-13h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683652,1252043,2020,6,"June",6,"Saturday","15h-16h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2684936,1245516,2020,6,"June",6,"Saturday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682107,1248153,2020,6,"June",6,"Saturday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2686420,1251400,2020,6,"June",6,"Saturday","20h-21h"
"Accident involving pedestrian(s)","Severe injuries",TRUE,FALSE,FALSE,"Minor road",2682804,1247069,2020,6,"June",6,"Saturday","23h-00h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682902,1247553,2020,6,"June",7,"Sunday","01h-02h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684595,1245733,2020,6,"June",7,"Sunday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2678293,1250263,2020,6,"June",7,"Sunday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680170,1253492,2020,6,"June",7,"Sunday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2682762,1247310,2020,6,"June",7,"Sunday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682197,1245236,2020,6,"June",7,"Sunday","23h-00h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682898,1248863,2020,6,"June",1,"Monday","00h-01h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2682601,1248907,2020,6,"June",1,"Monday","06h-07h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682588,1245936,2020,6,"June",1,"Monday","07h-08h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683127,1249093,2020,6,"June",1,"Monday","08h-09h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683709,1250454,2020,6,"June",1,"Monday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2680382,1246541,2020,6,"June",1,"Monday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683075,1247633,2020,6,"June",1,"Monday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681064,1249342,2020,6,"June",1,"Monday","11h-12h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683160,1248771,2020,6,"June",1,"Monday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2684059,1253727,2020,6,"June",1,"Monday","11h-12h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681489,1245880,2020,6,"June",1,"Monday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2682517,1244015,2020,6,"June",1,"Monday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683261,1246772,2020,6,"June",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686521,1251377,2020,6,"June",1,"Monday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2685594,1251059,2020,6,"June",1,"Monday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678939,1248588,2020,6,"June",1,"Monday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682234,1244290,2020,6,"June",1,"Monday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684161,1245790,2020,6,"June",1,"Monday","16h-17h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2678759,1247507,2020,6,"June",1,"Monday","17h-18h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2680927,1245390,2020,6,"June",1,"Monday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2682732,1248062,2020,6,"June",1,"Monday","21h-22h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2683435,1247890,2020,6,"June",1,"Monday","21h-22h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2680990,1253828,2020,6,"June",2,"Tuesday","07h-08h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2679593,1250720,2020,6,"June",2,"Tuesday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681458,1247572,2020,6,"June",2,"Tuesday","07h-08h"
"Turning-into main road","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683805,1247273,2020,6,"June",2,"Tuesday","07h-08h"
"Head-on collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2683768,1247470,2020,6,"June",2,"Tuesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2678996,1247689,2020,6,"June",2,"Tuesday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2682732,1246901,2020,6,"June",2,"Tuesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679940,1247785,2020,6,"June",2,"Tuesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2680714,1246210,2020,6,"June",2,"Tuesday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2685112,1251356,2020,6,"June",2,"Tuesday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683863,1253955,2020,6,"June",2,"Tuesday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683851,1247187,2020,6,"June",2,"Tuesday","11h-12h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682568,1248663,2020,6,"June",2,"Tuesday","12h-13h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2681680,1244550,2020,6,"June",2,"Tuesday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2684843,1244919,2020,6,"June",2,"Tuesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682354,1247933,2020,6,"June",2,"Tuesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682168,1249619,2020,6,"June",2,"Tuesday","14h-15h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,TRUE,"Minor road",2680073,1249565,2020,6,"June",2,"Tuesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684595,1247737,2020,6,"June",2,"Tuesday","17h-18h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2685751,1251277,2020,6,"June",2,"Tuesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681479,1247321,2020,6,"June",2,"Tuesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683998,1248437,2020,6,"June",2,"Tuesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683030,1247259,2020,6,"June",2,"Tuesday","18h-19h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681315,1248639,2020,6,"June",2,"Tuesday","18h-19h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2686367,1251230,2020,6,"June",2,"Tuesday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681356,1247917,2020,6,"June",2,"Tuesday","20h-21h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685276,1246634,2020,7,"July",3,"Wednesday","06h-07h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679663,1250167,2020,7,"July",3,"Wednesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2684894,1251151,2020,7,"July",3,"Wednesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681871,1247723,2020,7,"July",3,"Wednesday","08h-09h"
"Accident involving pedestrian(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682088,1247844,2020,7,"July",3,"Wednesday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680755,1248675,2020,7,"July",3,"Wednesday","10h-11h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Minor road",2683239,1252061,2020,7,"July",3,"Wednesday","10h-11h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2686291,1250825,2020,7,"July",3,"Wednesday","12h-13h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681048,1247713,2020,7,"July",3,"Wednesday","12h-13h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683920,1245951,2020,7,"July",3,"Wednesday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682921,1250710,2020,7,"July",3,"Wednesday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683260,1252057,2020,7,"July",3,"Wednesday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2679898,1249758,2020,7,"July",3,"Wednesday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679589,1253309,2020,7,"July",3,"Wednesday","16h-17h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683954,1252077,2020,7,"July",3,"Wednesday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682464,1244265,2020,7,"July",3,"Wednesday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684427,1245505,2020,7,"July",3,"Wednesday","17h-18h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2682558,1244270,2020,7,"July",3,"Wednesday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683126,1246654,2020,7,"July",3,"Wednesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682877,1245611,2020,7,"July",3,"Wednesday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682599,1245875,2020,7,"July",3,"Wednesday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683449,1248473,2020,7,"July",3,"Wednesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682884,1246142,2020,7,"July",3,"Wednesday","19h-20h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2679065,1249099,2020,7,"July",3,"Wednesday","20h-21h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2683167,1249327,2020,7,"July",3,"Wednesday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681093,1248291,2020,7,"July",3,"Wednesday","20h-21h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,TRUE,"Minor road",2682756,1247838,2020,7,"July",3,"Wednesday","23h-00h"
"Turning left or right","Light injuries",FALSE,TRUE,TRUE,"Minor road",2681311,1248579,2020,7,"July",4,"Thursday","06h-07h"
"Crossing the lane(s)","Light injuries",FALSE,TRUE,FALSE,"Minor road",2683353,1249555,2020,7,"July",4,"Thursday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2682652,1252100,2020,7,"July",4,"Thursday","08h-09h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Principal road",2679099,1249074,2020,7,"July",4,"Thursday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682933,1248264,2020,7,"July",4,"Thursday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682941,1249384,2020,7,"July",4,"Thursday","10h-11h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683637,1247664,2020,7,"July",4,"Thursday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683011,1248015,2020,7,"July",4,"Thursday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681963,1249330,2020,7,"July",4,"Thursday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2685219,1246528,2020,7,"July",4,"Thursday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682183,1248869,2020,7,"July",4,"Thursday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685659,1248696,2020,7,"July",4,"Thursday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2687234,1246053,2020,7,"July",4,"Thursday","15h-16h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681939,1245498,2020,7,"July",4,"Thursday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681088,1247948,2020,7,"July",4,"Thursday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683865,1252790,2020,7,"July",4,"Thursday","20h-21h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682276,1247055,2020,7,"July",4,"Thursday","20h-21h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2683074,1249539,2020,7,"July",4,"Thursday","22h-23h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2681136,1248371,2020,7,"July",4,"Thursday","22h-23h"
