"type","severity","pedestrian","bicycle","motorcycle","roadtype","coord_e","coord_n","year","month","month_name","weekday","weekday_name","hour"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685485,1246613,2020,3,"March",3,"Wednesday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,TRUE,"Minor road",2682448,1246895,2020,3,"March",3,"Wednesday","08h-09h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Principal road",2684911,1250971,2020,3,"March",3,"Wednesday","08h-09h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2682182,1246259,2020,3,"March",3,"Wednesday","09h-10h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2683118,1247181,2020,3,"March",3,"Wednesday","09h-10h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682981,1246557,2020,3,"March",3,"Wednesday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683056,1249647,2020,3,"March",3,"Wednesday","11h-12h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2680925,1248191,2020,3,"March",3,"Wednesday","12h-13h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2683787,1248735,2020,3,"March",3,"Wednesday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2680803,1247115,2020,3,"March",3,"Wednesday","13h-14h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682377,1247967,2020,3,"March",3,"Wednesday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681792,1249446,2020,3,"March",3,"Wednesday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Motorway",2679586,1253306,2020,3,"March",3,"Wednesday","14h-15h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2680121,1246956,2020,3,"March",3,"Wednesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683347,1248706,2020,3,"March",3,"Wednesday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2682146,1246211,2020,3,"March",3,"Wednesday","16h-17h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Other",2682887,1245716,2020,3,"March",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679875,1253424,2020,3,"March",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683755,1250707,2020,3,"March",3,"Wednesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683977,1249544,2020,3,"March",3,"Wednesday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682438,1254015,2020,3,"March",3,"Wednesday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2686152,1250769,2020,3,"March",3,"Wednesday","22h-23h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2681213,1253932,2020,3,"March",4,"Thursday","07h-08h"
"Turning left or right","Light injuries",FALSE,TRUE,FALSE,"Principal road",2683327,1243305,2020,3,"March",4,"Thursday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679133,1248583,2020,3,"March",4,"Thursday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682824,1247580,2020,3,"March",4,"Thursday","10h-11h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2684546,1250971,2020,3,"March",4,"Thursday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682232,1244052,2020,3,"March",4,"Thursday","17h-18h"
"Head-on collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2682185,1246160,2020,3,"March",4,"Thursday","17h-18h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2683519,1246821,2020,3,"March",4,"Thursday","19h-20h"
"Head-on collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682553,1246540,2020,3,"March",5,"Friday","06h-07h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2683774,1252826,2020,3,"March",5,"Friday","10h-11h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2683787,1248449,2020,3,"March",5,"Friday","10h-11h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681649,1248128,2020,3,"March",5,"Friday","13h-14h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682302,1250097,2020,3,"March",5,"Friday","13h-14h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2681867,1249481,2020,3,"March",5,"Friday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681833,1249475,2020,3,"March",5,"Friday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685563,1246195,2020,3,"March",5,"Friday","15h-16h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685564,1246195,2020,3,"March",5,"Friday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2681331,1246227,2020,3,"March",5,"Friday","15h-16h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2679325,1249808,2020,3,"March",5,"Friday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2683933,1250637,2020,3,"March",5,"Friday","17h-18h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2683467,1250471,2020,3,"March",5,"Friday","17h-18h"
"Turning left or right","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682477,1243806,2020,3,"March",5,"Friday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683572,1246738,2020,3,"March",5,"Friday","17h-18h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682273,1251809,2020,3,"March",5,"Friday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682102,1247714,2020,3,"March",5,"Friday","19h-20h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2685111,1246619,2020,3,"March",5,"Friday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683290,1253878,2020,3,"March",5,"Friday","22h-23h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2684236,1245620,2020,3,"March",5,"Friday","22h-23h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682880,1246106,2020,3,"March",6,"Saturday","00h-01h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682675,1248462,2020,3,"March",6,"Saturday","01h-02h"
"Turning left or right","Light injuries",FALSE,TRUE,TRUE,"Minor road",2684459,1245577,2020,3,"March",6,"Saturday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680595,1245125,2020,3,"March",6,"Saturday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682922,1247580,2020,3,"March",6,"Saturday","11h-12h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2679034,1249098,2020,3,"March",6,"Saturday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2679743,1253201,2020,3,"March",6,"Saturday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684261,1245797,2020,3,"March",6,"Saturday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679086,1249435,2020,3,"March",6,"Saturday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681581,1252479,2020,3,"March",7,"Sunday","04h-05h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681149,1248281,2020,3,"March",7,"Sunday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683209,1248999,2020,3,"March",7,"Sunday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683593,1248096,2020,3,"March",1,"Monday","00h-01h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2680956,1248047,2020,3,"March",1,"Monday","06h-07h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684352,1248406,2020,3,"March",1,"Monday","07h-08h"
"Accident involving pedestrian(s)","Light injuries",TRUE,TRUE,FALSE,"Other",2681855,1246334,2020,3,"March",1,"Monday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680139,1251023,2020,3,"March",1,"Monday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681667,1248890,2020,3,"March",1,"Monday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685210,1246612,2020,3,"March",1,"Monday","09h-10h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2686656,1251334,2020,3,"March",1,"Monday","09h-10h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Motorway",2680450,1253584,2020,3,"March",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685109,1251649,2020,3,"March",1,"Monday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684412,1247150,2020,3,"March",1,"Monday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682613,1247162,2020,3,"March",1,"Monday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683217,1246732,2020,3,"March",1,"Monday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2682063,1247041,2020,3,"March",1,"Monday","14h-15h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683591,1253494,2020,3,"March",1,"Monday","15h-16h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,TRUE,"Principal road",2680957,1247108,2020,3,"March",1,"Monday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2682786,1244743,2020,3,"March",1,"Monday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2679381,1248151,2020,3,"March",1,"Monday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682299,1243611,2020,3,"March",2,"Tuesday","05h-06h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683892,1247244,2020,3,"March",2,"Tuesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2681556,1245813,2020,3,"March",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683138,1251151,2020,3,"March",2,"Tuesday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685387,1248415,2020,3,"March",2,"Tuesday","14h-15h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,TRUE,"Minor road",2678734,1252184,2020,3,"March",2,"Tuesday","15h-16h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Principal road",2680188,1249051,2020,3,"March",2,"Tuesday","17h-18h"
"Overtaking or changing lanes","Light injuries",FALSE,FALSE,FALSE,"Principal road",2679765,1250429,2020,3,"March",2,"Tuesday","20h-21h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2679295,1248452,2020,3,"March",3,"Wednesday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680390,1247531,2020,3,"March",3,"Wednesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678544,1248072,2020,3,"March",3,"Wednesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2678562,1248088,2020,3,"March",3,"Wednesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680754,1249807,2020,3,"March",3,"Wednesday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683182,1250185,2020,3,"March",3,"Wednesday","14h-15h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Principal road",2682122,1247082,2020,3,"March",3,"Wednesday","14h-15h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683714,1252688,2020,3,"March",3,"Wednesday","16h-17h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Motorway",2679780,1253409,2020,3,"March",3,"Wednesday","17h-18h"
"Rear-end collision","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681647,1242243,2020,3,"March",3,"Wednesday","17h-18h"
"Turning left or right","Property damage",FALSE,TRUE,FALSE,"Principal road",2682699,1250250,2020,3,"March",3,"Wednesday","17h-18h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682029,1247188,2020,3,"March",3,"Wednesday","23h-00h"
"Skidding or self-accident","Severe injuries",FALSE,FALSE,TRUE,"Minor road",2682341,1248979,2020,3,"March",4,"Thursday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681681,1247283,2020,3,"March",4,"Thursday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683540,1250761,2020,3,"March",4,"Thursday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2682124,1247075,2020,3,"March",4,"Thursday","12h-13h"
"Skidding or self-accident","Light injuries",FALSE,FALSE,FALSE,"Minor road",2682718,1247113,2020,3,"March",4,"Thursday","13h-14h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682295,1248731,2020,3,"March",4,"Thursday","14h-15h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683833,1251325,2020,3,"March",4,"Thursday","18h-19h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2681668,1243513,2020,3,"March",4,"Thursday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2683569,1254025,2020,3,"March",5,"Friday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2679279,1247774,2020,3,"March",5,"Friday","14h-15h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Principal road",2681317,1253954,2020,3,"March",5,"Friday","18h-19h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682439,1252234,2020,3,"March",6,"Saturday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2683782,1248446,2020,3,"March",6,"Saturday","11h-12h"
"Crossing the lane(s)","Property damage",FALSE,FALSE,FALSE,"Minor road",2680600,1248591,2020,3,"March",7,"Sunday","14h-15h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2685911,1251075,2020,3,"March",7,"Sunday","15h-16h"
"Turning-into main road","Property damage",FALSE,TRUE,FALSE,"Principal road",2683789,1246244,2020,3,"March",7,"Sunday","17h-18h"
"Turning-into main road","Severe injuries",FALSE,TRUE,FALSE,"Principal road",2684726,1246268,2020,3,"March",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Motorway",2679976,1253433,2020,3,"March",1,"Monday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681046,1249752,2020,3,"March",1,"Monday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681052,1247298,2020,3,"March",1,"Monday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685046,1251395,2020,3,"March",1,"Monday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2683883,1251545,2020,3,"March",1,"Monday","12h-13h"
"Rear-end collision","Property damage",FALSE,TRUE,FALSE,"Minor road",2681818,1249458,2020,3,"March",1,"Monday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681057,1248328,2020,3,"March",1,"Monday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683933,1251261,2020,3,"March",1,"Monday","18h-19h"
"Turning-into main road","Severe injuries",FALSE,FALSE,TRUE,"Principal road",2682649,1250977,2020,3,"March",1,"Monday","23h-00h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682766,1251547,2020,3,"March",2,"Tuesday","00h-01h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Minor road",2683599,1247731,2020,3,"March",2,"Tuesday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,TRUE,"Minor road",2683353,1248156,2020,3,"March",2,"Tuesday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682875,1247831,2020,3,"March",2,"Tuesday","08h-09h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2681208,1248549,2020,3,"March",2,"Tuesday","09h-10h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683643,1252368,2020,3,"March",2,"Tuesday","10h-11h"
"Other","Fatalities",FALSE,FALSE,FALSE,"Minor road",2683230,1246729,2020,3,"March",2,"Tuesday","10h-11h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2679614,1249787,2020,3,"March",2,"Tuesday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681543,1247745,2020,3,"March",3,"Wednesday","06h-07h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684419,1247202,2020,3,"March",3,"Wednesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683930,1246810,2020,3,"March",3,"Wednesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683758,1250703,2020,3,"March",3,"Wednesday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679740,1247765,2020,3,"March",3,"Wednesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679985,1248754,2020,3,"March",3,"Wednesday","19h-20h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684724,1246284,2020,3,"March",3,"Wednesday","19h-20h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2684133,1246683,2020,3,"March",4,"Thursday","07h-08h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681726,1246778,2020,3,"March",4,"Thursday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683324,1247997,2020,3,"March",4,"Thursday","10h-11h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681571,1249050,2020,3,"March",4,"Thursday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681857,1248261,2020,3,"March",4,"Thursday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683631,1251535,2020,3,"March",4,"Thursday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685127,1251516,2020,3,"March",4,"Thursday","15h-16h"
"Turning left or right","Property damage",FALSE,FALSE,FALSE,"Principal road",2681458,1252062,2020,3,"March",4,"Thursday","16h-17h"
"Parking","Property damage",FALSE,TRUE,FALSE,"Minor road",2682770,1247489,2020,3,"March",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2686780,1250699,2020,3,"March",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683309,1253757,2020,3,"March",4,"Thursday","22h-23h"
"Rear-end collision","Light injuries",FALSE,FALSE,TRUE,"Minor road",2684905,1247500,2020,3,"March",5,"Friday","06h-07h"
"Accident involving pedestrian(s)","Light injuries",TRUE,FALSE,FALSE,"Minor road",2681067,1249758,2020,3,"March",5,"Friday","08h-09h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2683087,1251496,2020,3,"March",5,"Friday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2683949,1247748,2020,3,"March",5,"Friday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2683423,1253207,2020,3,"March",5,"Friday","11h-12h"
"Parking","Light injuries",FALSE,TRUE,FALSE,"Principal road",2679685,1248815,2020,3,"March",5,"Friday","12h-13h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682585,1250945,2020,3,"March",5,"Friday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683059,1247557,2020,3,"March",6,"Saturday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681086,1248271,2020,3,"March",6,"Saturday","11h-12h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Minor road",2683852,1247186,2020,3,"March",6,"Saturday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682802,1247908,2020,3,"March",6,"Saturday","13h-14h"
"Crossing the lane(s)","Light injuries",FALSE,FALSE,FALSE,"Minor road",2680448,1248346,2020,3,"March",6,"Saturday","13h-14h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Minor road",2682229,1248192,2020,3,"March",6,"Saturday","15h-16h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681499,1248163,2020,3,"March",6,"Saturday","15h-16h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2686628,1245903,2020,3,"March",6,"Saturday","16h-17h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2680801,1251997,2020,3,"March",6,"Saturday","19h-20h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681706,1249124,2020,3,"March",7,"Sunday","08h-09h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2682769,1246059,2020,3,"March",7,"Sunday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Other",2681552,1242542,2020,3,"March",7,"Sunday","18h-19h"
"Crossing the lane(s)","Severe injuries",FALSE,FALSE,FALSE,"Minor road",2682371,1247428,2020,3,"March",7,"Sunday","22h-23h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Principal road",2682055,1245244,2020,3,"March",1,"Monday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683007,1249366,2020,3,"March",1,"Monday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682037,1248937,2020,3,"March",1,"Monday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684624,1247843,2020,3,"March",1,"Monday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682321,1247711,2020,3,"March",1,"Monday","13h-14h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Minor road",2681672,1247520,2020,3,"March",1,"Monday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683771,1248465,2020,3,"March",2,"Tuesday","06h-07h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2683735,1248538,2020,3,"March",2,"Tuesday","07h-08h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2685237,1246494,2020,3,"March",2,"Tuesday","07h-08h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2680289,1249756,2020,3,"March",2,"Tuesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685227,1246691,2020,3,"March",2,"Tuesday","16h-17h"
"Skidding or self-accident","Light injuries",FALSE,TRUE,FALSE,"Principal road",2686405,1245094,2020,3,"March",2,"Tuesday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2677980,1249286,2020,3,"March",2,"Tuesday","20h-21h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682189,1246087,2020,4,"April",3,"Wednesday","07h-08h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2681990,1249130,2020,4,"April",3,"Wednesday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2683227,1247043,2020,4,"April",3,"Wednesday","10h-11h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2684966,1247996,2020,4,"April",3,"Wednesday","10h-11h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2678549,1249004,2020,4,"April",3,"Wednesday","11h-12h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685203,1248265,2020,4,"April",3,"Wednesday","16h-17h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2685201,1248266,2020,4,"April",3,"Wednesday","16h-17h"
"Overtaking or changing lanes","Property damage",FALSE,FALSE,FALSE,"Principal road",2682669,1250359,2020,4,"April",3,"Wednesday","17h-18h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2680028,1249106,2020,4,"April",3,"Wednesday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2681977,1249722,2020,4,"April",3,"Wednesday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2679469,1250548,2020,4,"April",4,"Thursday","12h-13h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681808,1249692,2020,4,"April",4,"Thursday","13h-14h"
"Turning-into main road","Light injuries",FALSE,TRUE,FALSE,"Principal road",2681331,1249487,2020,4,"April",4,"Thursday","14h-15h"
"Rear-end collision","Light injuries",FALSE,TRUE,FALSE,"Principal road",2683800,1248942,2020,4,"April",4,"Thursday","17h-18h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Minor road",2682892,1247479,2020,4,"April",4,"Thursday","17h-18h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2685845,1248770,2020,4,"April",4,"Thursday","18h-19h"
"Overtaking or changing lanes","Property damage",FALSE,TRUE,FALSE,"Minor road",2682581,1250257,2020,4,"April",4,"Thursday","18h-19h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684618,1245341,2020,4,"April",5,"Friday","08h-09h"
"Turning-into main road","Property damage",FALSE,FALSE,FALSE,"Minor road",2684620,1248137,2020,4,"April",5,"Friday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2682838,1250805,2020,4,"April",5,"Friday","08h-09h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Principal road",2681681,1247500,2020,4,"April",5,"Friday","09h-10h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2684567,1248022,2020,4,"April",5,"Friday","11h-12h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Other",2682498,1243818,2020,4,"April",5,"Friday","11h-12h"
"Rear-end collision","Property damage",FALSE,FALSE,FALSE,"Principal road",2683901,1246004,2020,4,"April",5,"Friday","14h-15h"
"Skidding or self-accident","Property damage",FALSE,FALSE,FALSE,"Principal road",2684663,1246314,2020,4,"April",5,"Friday","14h-15h"
"Parking","Property damage",FALSE,FALSE,FALSE,"Minor road",2681570,1248182,2020,4,"April",5,"Friday","16h-17h"
